item_id,period_id,source_type,panel_name,jobdesc_name,work_status,progress,is_included,before_customer_description,after_customer_description
afe764a5-5f50-5ee7-96ad-7a02a96919ae,2026-04-002,SMS_DB,SISTEM AC,PERAKITAN DAN PEMASANGAN,ON_PROGRESS,50,1,PEMASANGAN + SETTING KONDENSOR DAN EVAPORATOR AC KE UNIT,Pemasangan dan penyetelan kondensor dan evaporator AC ke unit masih dalam proses.
b734f50d-dc8f-56aa-96c0-d037534bc1c5,2026-04-002,MANUAL,FENDER DEPAN RH,SANDING + CLEANING + SOL CAT FENDER DEPAN RH DI UNIT,ON_PROGRESS,50,1,SANDING + CLEANING + SOL CAT FENDER DEPAN RH DI UNIT,Pengamplasan dan pembersihan dan pencocokan warna cat fender depan kanan (RH) pada unit masih dalam proses.
ead23641-f581-565f-9c99-555bb3498321,2026-04-002,SMS_DB,SISTEM AC,INSTALASI PIPA AC + SETTING PIPA AC + SETTING PERANGKAT PIPA,ON_PROGRESS,50,1,WELDING + MERAPIKAN PIPA AC DI UNIT,Pengelasan dan perapihan pipa AC pada unit masih dalam proses.
fe13aec3-bbd7-5b8c-a10c-0b1f6d72a0e4,2026-04-002,SMS_DB,SISTEM AC,PERBAIKAN + INSTALASI PIPA AC,ON_PROGRESS,50,1,PENGECEKAN SYSTEM AC DI UNIT,Pengecekan sistem AC pada unit masih dalam proses.
af373822-4966-5278-9c35-4795c09a6d2d,2026-04-002,SMS_DB,PIPA AC,MAKING DAN SETTING,ON_PROGRESS,50,1,MAKING + FITTING PIPA AC DI UNIT,Pembuatan dan penyesuaian pipa AC pada unit masih dalam proses.
40514e0e-c971-504c-b2d9-2fdafc96a3c7,2026-04-003,SMS_DB,SISTEM AC,SETTING PIPA AC,DONE,100,1,WELDING + SETTING PIPA AC KE UNIT,Pengelasan dan penyetelan pipa AC ke unit telah selesai.
71eca4fd-f006-5cfd-bfa4-1dd03264c37b,2026-04-003,MANUAL,FENDER DEPAN RH,SANDING CLEARCOAT + COMPOUND POLES FENDER DEPAN RH DI UNIT,DONE,100,1,SANDING CLEARCOAT + COMPOUND POLES FENDER DEPAN RH DI UNIT,Pengamplasan clearcoat dan compound dan poles fender depan kanan (RH) pada unit telah selesai.
d7815bef-084e-553c-ac68-f8127b088b9f,2026-04-003,SMS_DB,BRACKET KONDENSOR SISTEM AC,MAKING + SETTING,DONE,100,1,FITTING + SETTING BRACKET KONDENSOR AC DI UNIT,Penyesuaian dan penyetelan bracket kondensor AC pada unit telah selesai.
1e659f4b-486e-526a-a9c1-727d2bb07d88,2026-04-003,SMS_DB,MEKANISME LOCK TUTUP FUEL GAS,PEMASANGAN,DONE,100,1,PEMASANGAN + SETTING MEKANISME COVER TUTUP TANKI KE UNIT,Pemasangan dan penyetelan mekanisme cover tutup tanki ke unit telah selesai.
f7b39510-9ea0-5684-8b18-c1e94df91b99,2026-04-003,SMS_DB,COVER TRISPLANG LH,PEMASANGAN,DONE,100,1,PEMASANGAN + SETTING COVER TRISPLANG LH DI UNIT,Pemasangan dan penyetelan cover trisplang LH pada unit telah selesai.
84150f3f-2bf2-529b-9e66-1bcfce6dc18b,2026-04-003,SMS_DB,COVER DEK BAGASI,PERANCANGAN POSISI LUBANG,DONE,100,1,PERANCANGAN COVER DEK BAGASI PERSIAPAN PEMASANGAN,Perancangan cover dek bagasi sebagai persiapan pemasangan telah selesai.
8125ff33-3174-53cd-8119-8a552de906a7,2026-04-003,SMS_DB,KONDENSOR SISTEM AC,CLEANING + MASKING + SPRAY CAT,DONE,100,1,CLEANING + SPRAY CAT KONDENSOR AC PERSIAPAN PEMASANGAN,Pembersihan dan penyemprotan cat kondensor AC sebagai persiapan pemasangan telah selesai.
22fca3a2-25e3-59e5-87df-41c7dfd3c3e7,2026-04-003,SMS_DB,BRACKET KONDENSOR AC,CLEANING+POSPATING+SPRAY EPOXY,DONE,100,1,CLEANING + PHOSPHATING + SPRAY EPOXY HIJAU BRACKET KONDENSOR AC,Pembersihan dan phosphating dan penyemprotan epoxy hijau bracket kondensor AC telah selesai.
e8e09820-9a7b-5c6d-9b2e-3b7004ddeb59,2026-04-003,SMS_DB,BRACKET KONDENSOR SISTEM AC,MAKING,ON_PROGRESS,50,1,MAKING BRACKET KONDENSOR AC PERSIAPAN RESTORE,Pembuatan bracket kondensor AC sebagai persiapan restorasi masih dalam proses.
40be4817-32a5-5fd3-a4a3-5443550aba8d,2026-05-001,SMS_DB,COVER DEK BAGASI,PEMBUATAN LUBANG PIPA AC,DONE,100,1,MAKING LUBANG PIPA AC PADA COVER DEK LANTAI BAGASI DI UNIT,Pembuatan lubang pipa AC pada cover dek lantai bagasi pada unit telah selesai.
fb5160ff-ff6c-5d08-a3ee-c45cf7926ad2,2026-05-001,SMS_DB,BRACKET KONDENSOR SISTEM AC,SANDING EPOXY + CLEANING + SPRAY CAT,DONE,100,1,SANDING EPOXY + SPRAY CAT BRACKET KONDENSOR AC PERSIAPAN PEMASANGAN,Pengamplasan epoxy dan penyemprotan cat bracket kondensor AC sebagai persiapan pemasangan telah selesai.
8eb1ebce-0652-52a6-938d-f99688a334fe,2026-05-001,SMS_DB,KONDENSOR SISTEM AC,PEMASANGAN,DONE,100,1,PEMASANGAN KONDENSOR AC KEUNIT,Pemasangan kondensor AC ke unit telah selesai.
bc71d5f0-6892-5e56-a3f4-1d747bbc6ac3,2026-05-001,SMS_DB,DEK DASHBOARD BAGIAN BAWAH,PERAPIHAN DAN PEMASANGAN,DONE,100,1,PEMASANGAN + PERAPIHAN DEK BAWAH DASBOARD DIUNIT,Pemasangan dan perapihan dek bawah dashboard pada unit telah selesai.
91ee4401-36c3-54fc-809e-435976899761,2026-05-001,SMS_DB,KABEL AREA ENGINE,REPAIR,DONE,100,1,REPAIR + PERAPIHAN KABEL AREA ENGINE DI UNIT,Perbaikan dan perapihan kabel area mesin pada unit telah selesai.
dc6f67df-287a-5673-8395-59da94008e9d,2026-05-001,SMS_DB,COVER BODY BAGASI,PEMASANGAN DAN SETTING,DONE,100,1,PEMASANGAN COVER BODY BAGASI DIUNIT,Pemasangan cover body bagasi pada unit telah selesai.
a1eee716-1565-5fe9-b5fd-8e550f113650,2026-05-001,SMS_DB,"SWITCH REM, BAN","MODIFIKASI SWITCH REM, PEMASANGAN BAN",DONE,100,1,REPAIR + PEMASANGAN SWITCH REM KEUNIT,Perbaikan dan pemasangan saklar rem ke unit telah selesai.
1d1e127f-acac-52ff-8d4a-05ee4f5ad83e,2026-05-001,SMS_DB,COVER KONDENSOR SISTEM AC,MAKING + SETTING,ON_PROGRESS,50,1,MAKING POLA BNETUK COVER KONDENSOR AC PERSIAPAN MAKING,Pembuatan pola cover kondensor AC sebagai persiapan pembuatan masih dalam proses.
fc026d31-5fe3-530a-acc4-9560a11d0505,2026-05-001,SMS_DB,COVER KONDENSOR SISTEM AC,MAKING + SETTING,ON_PROGRESS,50,1,MAKING SST COVER KONDENSOR AC,Pembuatan SST cover kondensor AC masih dalam proses.
03a1b05d-bfe1-5bf5-8afb-eb8b0f6b14bc,2026-05-001,SMS_DB,COVER KONDENSOR SISTEM AC,MAKING + SETTING,ON_PROGRESS,50,1,MAKING COVER KONDENSOR AC PERSIAPAN PEMASANGAN,Pembuatan cover kondensor AC sebagai persiapan pemasangan masih dalam proses.
94c94507-5528-557c-b972-58d63515ad18,2026-05-001,SMS_DB,COVER KONDENSOR SISTEM AC,MAKING + SETTING,ON_PROGRESS,50,1,MAKING + SETTING COVER KONDENSOR AC DI UNIT,Pembuatan dan penyetelan cover kondensor AC pada unit masih dalam proses.
bc8f096a-312c-51a0-a771-04d4f7bc30b2,2026-05-002,SMS_DB,BRACKET PIPA AC,PEMASANGAN,DONE,100,1,MAKING BRACKET PIPA KONDENSOR AC PERSIAPAN PEMASANGAN,Pembuatan bracket pipa kondensor AC sebagai persiapan pemasangan telah selesai.
b713ddc9-bab8-585c-a03a-fa7d0642c8fe,2026-05-002,SMS_DB,SISTEM AC,PENGECEKAN SETELAHTEST DRIVE,DONE,100,1,PENGECEKAN PRESSURE AC HASIL TES DRIVE UNIT,Pengecekan tekanan AC setelah test drive unit telah selesai.
3a65d074-1c50-5186-bf04-a7723f2966d1,2026-05-002,SMS_DB,BRACKET PIPA AC,PEMASANGAN + PEMBUATAN WO,DONE,100,1,PELEPASAN BRACKET PIPA AC PERSIAPAN RESTORE,Pelepasan bracket pipa AC sebagai persiapan restorasi telah selesai.
58c478e7-61d2-5fac-aa67-af94b0868bba,2026-05-002,SMS_DB,BRACKET PIPA AC,PEMASANGAN,DONE,100,1,MAKING BRACKET PIPA AC BAGIAN BELAKANG PERSIAPAN PEMASANGAN,Pembuatan bracket pipa AC bagian belakang sebagai persiapan pemasangan telah selesai.
f297ffb0-c9aa-5884-b3f6-43e015fcee4f,2026-05-002,SMS_DB,BRACKET PENJEPIT PIPA AC,SANDING CLEANING+PHOSPATING+SPRAY EPOXY,DONE,100,1,CLEANING + PHOSPHATING + SPRAY EPOXY HIJAU BRACKET PIPA AC PERSIAPAN SPRAY CAT,Pembersihan dan phosphating dan penyemprotan epoxy hijau bracket pipa AC sebagai persiapan penyemprotan cat telah selesai.
fd09a331-232f-574a-850b-a6f34b97d4e8,2026-05-002,SMS_DB,BRACKET PIPA AC,PEMASANGAN,DONE,100,1,DEMPUL + SANDING DEMPUL + SPRAY EPOXY + SPRAY CAT BRACKET PIPA AC PERSIAPAN PEMASANGAN,Dempul dan pengamplasan dempul dan penyemprotan epoxy dan penyemprotan cat bracket pipa AC sebagai persiapan pemasangan telah selesai.
4ae65133-a49e-5d36-89d4-b3bd3a781bb2,2026-05-002,SMS_DB,BRACKET PIPA AC,PEMASANGAN,DONE,100,1,PEMASANGAN BRACKET PIPA AC KEUNIT,Pemasangan bracket pipa AC ke unit telah selesai.
7b6426a2-f31a-518c-abf3-70b48f65f99d,2026-05-002,SMS_DB,FENDER DEPAN RH,SANDING KUPAS CAT + CLEANING + PHOSPHATING + SPRAY EPOXY,DONE,100,1,CLEANING + PHOSPHATING + SPRAY EPOXY HIJAU FENDER DEPAN RH DIUNIT,Pembersihan dan phosphating dan penyemprotan epoxy hijau fender depan kanan (RH) pada unit telah selesai.
7207bdc2-7d0e-56f6-9bfb-ed8b39bbd679,2026-05-002,SMS_DB,COVER KONDENSOR SISTEM AC,MAKSIMALKAN PERAPIHAN,PENDING,0,1,MAKING POLA BNETUK COVER KONDENSOR AC PERSIAPAN MAKING,Pembuatan pola cover kondensor AC sebagai persiapan pembuatan dijadwalkan untuk dilanjutkan.
78a351b2-fd53-5f1a-a889-cadfc17400a7,2026-05-002,SMS_DB,COVER KONDENSOR SISTEM AC,MAKSIMALKAN PERAPIHAN,PENDING,0,1,MAKING SST COVER KONDENSOR AC,Pembuatan SST cover kondensor AC dijadwalkan untuk dilanjutkan.
730b8c6d-8181-59c8-8bda-d14b90668f28,2026-05-002,SMS_DB,COVER KONDENSOR SISTEM AC,MAKSIMALKAN PERAPIHAN,PENDING,0,1,MAKING COVER KONDENSOR AC PERSIAPAN PEMASANGAN,Pembuatan cover kondensor AC sebagai persiapan pemasangan dijadwalkan untuk dilanjutkan.
8236737e-9cdd-5c0d-bd98-d4d3f28d4365,2026-05-002,SMS_DB,COVER KONDENSOR SISTEM AC,MAKSIMALKAN PERAPIHAN,PENDING,0,1,MAKING + SETTING COVER KONDENSOR AC DI UNIT,Pembuatan dan penyetelan cover kondensor AC pada unit dijadwalkan untuk dilanjutkan.
4455be0d-3804-5812-8c09-204d501abec5,2026-05-003,SMS_DB,COVER KONDENSOR AC,CLEANING + POSPATING + SPRAY EPOXY + SANDING RAPIHKAN + CLEANING + SPRAY CAT + SANDING DEMPUL + CLEANING + SPRAY EPOXY,DONE,100,1,CLEANING + PHOSPHATING + SPRAY EPOXY HIJAU COVER KONDENSOR AC PERSIAPAN SPRAY CAT,Pembersihan dan phosphating dan penyemprotan epoxy hijau cover kondensor AC sebagai persiapan penyemprotan cat telah selesai.
d20210ea-ee6a-5603-981b-939d8dde78da,2026-05-003,SMS_DB,FENDER DEPAN RH,SANDING EPOXY RAPIHKAN,DONE,100,1,SANDING EPOXY + DEMPUL FENDER DEPAN RH DI UNIT,Pengamplasan epoxy dan dempul fender depan kanan (RH) pada unit telah selesai.
10f0cf7c-a744-5756-b251-2c23c1ea52f3,2026-05-003,SMS_DB,COVER KONDENSOR AC,SANDING DEMPUL + CLEANING + SPRAY EPOXY + SANDING EPOXY + DEMPUL,DONE,100,1,SANDING EPOXY + DEMPUL COVER KONDENSOR AC PERSIAPAN SPRAY CAT,Pengamplasan epoxy dan dempul cover kondensor AC sebagai persiapan penyemprotan cat telah selesai.
18f7bbec-bd79-5968-8fdb-b7c6cf7bf042,2026-05-003,SMS_DB,COVER KONDENSOR AC,SANDING DEMPUL + CLEANING + SPRAY EPOXY + SANDING EPOXY + DEMPUL + SANDING EPOXY + PILIHAN DEMPUL PORI PORI + CLEANING + SPRAY CAT DASAR,DONE,100,1,SANDING DEMPUL + MERAPIKAN + SPRAY EPOXY HIJAU COVER KONDENSOR AC PERSIAPAN SPRAY CAT,Pengamplasan dempul dan perapihan dan penyemprotan epoxy hijau cover kondensor AC sebagai persiapan penyemprotan cat telah selesai.
024e58f4-0911-5215-a78f-6ce347dd5d1e,2026-05-003,SMS_DB,COVER KONDENSOR AC,SANDING RAPIHKAN + CLEANING + SPRAY CAT + SANDING DEMPUL + CLEANING + SPRAY EPOXY + SANDING EPOXY + PILIHAN DEMPUL PORI PORI + CLEANING + SPRAY CAT DASAR,DONE,100,1,SANDING EPOXY + SPRAY BASECOAT COVER KONDENSOR PERSIAPAN SPRAY CAT,Pengamplasan epoxy dan penyemprotan basecoat cover kondensor sebagai persiapan penyemprotan cat telah selesai.
f79b7489-b16f-57b2-9d01-dfc78ef846c5,2026-05-003,SMS_DB,FENDER DEPAN RH,SANDING EPOXY RAPIHKAN + CLEANING + MASKING + SPRAY EPOXY PILIHAN,DONE,100,1,SANDING DEMPUL + MERAPIKAN + SPRAY EPOXY HIJAU FENDER DEPAN RH DI UNIT,Pengamplasan dempul dan perapihan dan penyemprotan epoxy hijau fender depan kanan (RH) pada unit telah selesai.
1143e2d3-62d9-59c9-9d50-8a96462c74e7,2026-05-003,SMS_DB,FENDER DEPAN RH,SANDING EPOXY RAPIHKAN,DONE,100,1,SANDING EPOXY + SPRAY BASECOAT FENDER DEPAN RH DI UNIT,Pengamplasan epoxy dan penyemprotan basecoat fender depan kanan (RH) pada unit telah selesai.
a709265f-781a-5851-b1a2-8ad01d4c356c,2026-05-003,SMS_DB,COVER KONDENSOR AC,SANDING RAPIHKAN + CLEANING + SPRAY CAT,DONE,100,1,SANDING POXY + SPRAY CAT COVER KONDENSOR AC PERSIAPAN PEMASANGAN,Pengamplasan epoxy dan penyemprotan cat cover kondensor AC sebagai persiapan pemasangan telah selesai.
2f538b31-af3b-5736-9713-db78c60054b6,2026-05-003,MANUAL,SAFETY BELT,REPAIR + TES FUNGSIONAL SAFETYBELT LH DAN RH PERSIAPAN PEMASANGAN KE UNIT,ON_PROGRESS,50,1,REPAIR + TES FUNGSIONAL SAFETYBELT LH DAN RH PERSIAPAN PEMASANGAN KE UNIT,Perbaikan dan tes fungsional sabuk keselamatan LH dan RH sebagai persiapan pemasangan ke unit masih dalam proses.
4627ce85-de08-54e9-a7a9-70c4331926a7,2026-05-003,MANUAL,SAFETY BELT,PELEPASAN SAFETYBELT RH DAN LH PERSIAPAN RESTORE,ON_PROGRESS,50,1,PELEPASAN SAFETYBELT RH DAN LH PERSIAPAN RESTORE,Pelepasan sabuk keselamatan RH dan LH sebagai persiapan restorasi masih dalam proses.
86aa8ddb-e5df-5686-9f32-f5caf0cfe4f8,2026-05-003,SMS_DB,FENDER DEPAN RH,SANDING EPOXY RAPIHKAN,ON_PROGRESS,50,1,SANDING DEMPUL + MERAPIKAN FENDER DEPAN RH DI UNIT,Pengamplasan dempul dan perapihan fender depan kanan (RH) pada unit masih dalam proses.
e1d2944a-7270-5834-97f7-8ff25fb9439b,2026-05-003,SMS_DB,COVER KONDENSOR AC,SANDING RAPIHKAN + CLEANING + SPRAY CAT + SANDING EPOXY + DEMPUL + SANDING DEMPUL + EPOXY,ON_PROGRESS,50,1,SANDING DEMPUL + MERAPIKAN COVER KONDENSOR AC PERSIAPAN SPRAY CAT,Pengamplasan dempul dan perapihan cover kondensor AC sebagai persiapan penyemprotan cat masih dalam proses.
8d3f24de-7a9b-5488-a4fe-cff0159a3268,2026-05-003,MANUAL,ALL BODY,SANDING EPOXY + MERAPIKAN MOLDING BODY RH DI UNIT,ON_PROGRESS,50,1,SANDING EPOXY + MERAPIKAN MOLDING BODY RH DI UNIT,Pengamplasan epoxy dan perapihan molding body RH pada unit masih dalam proses.
7c2bcb7c-2ac8-5398-b972-ac5900c779a0,2026-05-003,SMS_DB,COVER KONDENSOR AC,SANDING EPOXY + DEMPUL + SANDING DEMPUL + EPOXY,PENDING,0,1,MAKING POLA BNETUK COVER KONDENSOR AC PERSIAPAN MAKING,Pembuatan pola cover kondensor AC sebagai persiapan pembuatan dijadwalkan untuk dilanjutkan.
dddcdd51-0cb4-5406-9c20-14ce833ac05e,2026-05-003,SMS_DB,COVER KONDENSOR AC,SANDING EPOXY + DEMPUL + SANDING DEMPUL + EPOXY,PENDING,0,1,MAKING SST COVER KONDENSOR AC,Pembuatan SST cover kondensor AC dijadwalkan untuk dilanjutkan.
e5c07a82-97b1-5a73-bf66-f84e00a2bb5f,2026-05-003,SMS_DB,COVER KONDENSOR AC,SANDING EPOXY + DEMPUL + SANDING DEMPUL + EPOXY,PENDING,0,1,MAKING COVER KONDENSOR AC PERSIAPAN PEMASANGAN,Pembuatan cover kondensor AC sebagai persiapan pemasangan dijadwalkan untuk dilanjutkan.
c21dc588-f9e4-5dc5-92e5-721807457527,2026-05-003,SMS_DB,COVER KONDENSOR AC,SANDING EPOXY + DEMPUL + SANDING DEMPUL + EPOXY,PENDING,0,1,MAKING + SETTING COVER KONDENSOR AC DI UNIT,Pembuatan dan penyetelan cover kondensor AC pada unit dijadwalkan untuk dilanjutkan.
07dedd36-a4bf-5296-b8c6-ecad894489c2,2026-05-004,SMS_DB,FENDER DEPAN RH,SANDING CAT DASAR RAPIHKAN YANG KURANG KURANG PERSIAPAN CAT JADI,DONE,100,1,SANDING BASECOAT FENDER DEPAN RH DI UNIT PERSIAPAN SPRAY CAT WARNA,Pengamplasan basecoat fender depan kanan (RH) pada unit sebagai persiapan penyemprotan cat warna telah selesai.
2e415222-36d2-5164-a4fc-6fc23b69a1dd,2026-05-004,SMS_DB,COVER KONDENSOR SISTEM AC,PEMASANGAN,DONE,100,1,PEMASANGAN COVER KONDENSOR AC KE UNIT,Pemasangan cover kondensor AC ke unit telah selesai.
242024a5-e51a-5d71-ab64-a427f5b3e36e,2026-05-004,MANUAL,SAFETY BELT,REPAIR + TES FUNGSIONAL SAFETYBELT LH DAN RH PERSIAPAN PEMASANGAN KE UNIT,PENDING,0,1,REPAIR + TES FUNGSIONAL SAFETYBELT LH DAN RH PERSIAPAN PEMASANGAN KE UNIT,Perbaikan dan tes fungsional sabuk keselamatan LH dan RH sebagai persiapan pemasangan ke unit dijadwalkan untuk dilanjutkan.
3447437b-23de-5fd1-ad4e-f997d2a46eea,2026-05-004,MANUAL,SAFETY BELT,PELEPASAN SAFETYBELT RH DAN LH PERSIAPAN RESTORE,PENDING,0,1,PELEPASAN SAFETYBELT RH DAN LH PERSIAPAN RESTORE,Pelepasan sabuk keselamatan RH dan LH sebagai persiapan restorasi dijadwalkan untuk dilanjutkan.
cad4c69e-e7f1-5561-b996-2735de884f56,2026-06-001,SMS_DB,ENGINE,PENGECHECKAN,DONE,100,1,PENGECEKAN ENGINE DI UNIT,Pengecekan mesin pada unit telah selesai.
0d566211-d7de-56a1-b1fa-48b81f8b38d5,2026-06-001,SMS_DB,SAFETY BELT,PEMASANGAN DAN PENGECEKAN,DONE,100,1,PEMASANGAN SAFETYBELT RH DAN LH KE UNIT,Pemasangan sabuk keselamatan RH dan LH ke unit telah selesai.
f9aab0d1-9efe-5b40-a269-0ffaaf2fb1f0,2026-06-001,SMS_DB,WIRING COOL START,MERUBAH JALUR,DONE,100,1,PENGECEKAN + WIRING KABEL COOL START DI UNIT,Pengecekan dan wiring kabel cold start pada unit telah selesai.
9b8e020c-ad7e-5bd5-90a2-8443580c01ab,2026-06-001,SMS_DB,DUDUKAN WARM UP,PEMASANGAN RECOIL M6 2PCS,DONE,100,1,PEMASANGAN DUDUKAN WARM UP KE UNIT,Pemasangan dudukan warm up ke unit telah selesai.
58060655-d661-513a-8d99-6130bdf8ac29,2026-06-001,SMS_DB,WIRING HARNESS COOL START,CHECK JALUR DAN FUNGSIONAL,DONE,100,1,WIRING HARNES + TES FUNGSIONAL COOL START DIUNIT,Wiring harnes dan tes fungsional cold start pada unit telah selesai.
433a3029-0d11-5c93-867f-03f37a5dfc22,2026-06-001,MANUAL,FENDER DEPAN RH,SPRAY CAT + SPRAY CLEARCOAT FENDER DEPAN RH DAN PINTU RH DI UNIT,DONE,100,1,SPRAY CAT + SPRAY CLEARCOAT FENDER DEPAN RH DAN PINTU RH DI UNIT,Penyemprotan cat dan spray clearcoat fender depan kanan (RH) dan pintu RH pada unit telah selesai.
5e00dd50-b3aa-5972-9b82-4e6e654e9545,2026-06-001,SMS_DB,ENGINE,RUNNING,DONE,100,1,SETTING + RUNNING ENGINE DIUNIT,Penyetelan dan uji fungsi mesin pada unit telah selesai.
82e53afc-25c1-5f6e-89b4-ddbac1f8488c,2026-06-001,MANUAL,FENDER DEPAN RH,SANDING + SPRAY CAT FENDER DEPAN RH DI UNIT,DONE,100,1,SANDING + SPRAY CAT FENDER DEPAN RH DI UNIT,Pengamplasan dan penyemprotan cat fender depan kanan (RH) pada unit telah selesai.
f6aae36a-e9bc-5594-b7d3-31ae22966f3a,2026-06-001,MANUAL,PINTU DEPAN RH,SANDING + SPRAY CAT PINTU RH DI UNIT,DONE,100,1,SANDING + SPRAY CAT PINTU RH DI UNIT,Pengamplasan dan penyemprotan cat pintu RH pada unit telah selesai.
4c512923-3256-5c5f-9d34-942ee4ab636c,2026-06-001,SMS_DB,"ENGINE, INLET TURBO","CHECK BUNYI ABNORMAL, PELEPASAN INLET TURBO, PERECAHAN ANALISA KERUSAKAN",DONE,100,1,PELEPASAN INLET TURBO PERSIAPAN ANALISA KERUSAKAN,Pelepasan inlet turbo sebagai persiapan analisa kerusakan telah selesai.
ea056638-f4c9-5d34-a75f-2a125b793c69,2026-06-001,MANUAL,UNIT,PENGECEKAN RAR PERSIAPAN RESTORE,ON_PROGRESS,50,1,PENGECEKAN RAR PERSIAPAN RESTORE,Pengecekan rar sebagai persiapan restorasi masih dalam proses.
8f569634-3443-5dde-8f6c-335356404dd2,2026-06-001,SMS_DB,SAFETY BELT,PEMASANGAN DAN PENGECEKAN,PENDING,0,1,REPAIR + TES FUNGSIONAL SAFETYBELT LH DAN RH PERSIAPAN PEMASANGAN KE UNIT,Perbaikan dan tes fungsional sabuk keselamatan LH dan RH sebagai persiapan pemasangan ke unit dijadwalkan untuk dilanjutkan.
38a0f01f-87fa-5c96-ac8b-c8c42df7a05a,2026-06-001,MANUAL,SAFETY BELT,PELEPASAN SAFETYBELT RH DAN LH PERSIAPAN RESTORE,PENDING,0,1,PELEPASAN SAFETYBELT RH DAN LH PERSIAPAN RESTORE,Pelepasan sabuk keselamatan RH dan LH sebagai persiapan restorasi dijadwalkan untuk dilanjutkan.
16519086-cfcc-540c-af5b-acad22167d4e,2026-06-002,SMS_DB,RUMAH FUEL DISC & PERANGKAT,PEMASANGAN,DONE,100,1,PEMASANGAN FUEL DISCT KEUNIT,Pemasangan fuel disct ke unit telah selesai.
c752cd8d-c724-59ff-9f2e-7839d3e2e55c,2026-06-002,SMS_DB,HOUSING FUEL DISC & FUEL DISC,"PELEPASAN DARI UNIT, PERECAHAN, ANALISA KERUSAKAN, CLEANING, PERAKITAN FUEL DISCK",DONE,100,1,PELEPASAN + PENGECEKAN FUEL DIST PERSIAPAN RESTORE,Pelepasan dan pengecekan fuel dist sebagai persiapan restorasi telah selesai.
